"Category","Item","Count","Files","Recommendation"
"typography","font-bold","61","app/not-found.tsx; app/[locale]/page.tsx; app/admin/page.tsx; app/api-docs/page.tsx; app/community/page.tsx; app/dashboard/page.tsx; app/beta/page.tsx; app/blog/page.tsx; app/demo/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/admin/monitor/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/workflows/page.tsx; app/dashboard/agents/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/agents/AIInterfaceRefinement.tsx; components/agents/AgentSwarmInterface.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/CreditDisplay.tsx; components/dashboard/DashboardLayout.tsx; components/invite/InviteRedemptionPage.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/layouts/UnifiedLayout.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/performance/ComponentProfiler.tsx; components/performance/PerformanceDashboard.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/sections/CommunityProof.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/workflow/workflow-builder.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/IntelligenceHub.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/WorkspaceLayout.tsx; components/__tests__/layout/navbar.test.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"typography","text-gray-900","79","app/not-found.tsx; app/[locale]/page.tsx; app/admin/page.tsx; app/community/page.tsx; app/dashboard/page.tsx; app/demo/page.tsx; app/documents/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/workspace-v2/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/enterprise/page.tsx; app/dashboard/history/page.tsx; app/dashboard/insights/page.tsx; app/dashboard/settings/page.tsx; app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/ErrorBoundary.tsx; components/ServiceWorkerRegistration.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/agents/AIInterfaceRefinement.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/AuthModal.tsx; components/auth/CreditDisplay.tsx; components/auth/InviteRedemptionModal.tsx; components/auth/UnifiedUserMenu.tsx; components/billing/BillingPage.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentPreview.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/invite/InviteRedemptionPage.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/layouts/NotebookLMLayout.tsx; components/navigation/ModernNavbar.tsx; components/payment/PaymentResult.tsx; components/pricing/PricingPage.tsx; components/performance/PerformanceDashboard.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/sections/CommunityProof.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/ui/FeatureDiscovery.tsx; components/ui/language-selector.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"spacing","mb-4","85","app/not-found.tsx; app/[locale]/page.tsx; app/admin/page.tsx; app/api-docs/page.tsx; app/community/page.tsx; app/dashboard/page.tsx; app/beta/page.tsx; app/blog/page.tsx; app/demo/page.tsx; app/documents/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/admin/invites/page.tsx; app/admin/monitor/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/history/page.tsx; app/dashboard/settings/page.tsx; app/dashboard/workflows/page.tsx; app/blog/[id]/page.tsx; app/dashboard/agents/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/ErrorBoundary.tsx; components/Footer.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/agents/AIInterfaceRefinement.tsx; components/agents/AgentSwarmInterface.tsx; components/agents/VoiceControlInterface.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/ConsentBanner.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/billing/BillingPage.tsx; components/enterprise/AdvancedMetricsDashboard.tsx; components/enterprise/RealtimeDataVisualization.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentViewer.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/invite/InviteRedemptionPage.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/layouts/NotebookLMLayout.tsx; components/payment/PaymentResult.tsx; components/pricing/PricingPage.tsx; components/performance/PerformanceDashboard.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/sections/CommunityProof.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/ui/BlogCard.tsx; components/ui/ErrorBoundary.tsx; components/ui/FallbackStates.tsx; components/ui/FeatureCard.tsx; components/ui/Skeleton.tsx; components/workflow/workflow-builder.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/IntelligenceHub.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"typography","text-lg","53","app/not-found.tsx; app/[locale]/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/workspace-v2/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/agents/AIInterfaceRefinement.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/InviteRedemptionModal.tsx; components/documents/AgentVisualization.tsx; components/documents/SmartDocumentWorkflow.tsx; components/invite/InviteRedemptionPage.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/layouts/NotebookLMLayout.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/performance/PerformanceDashboard.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/sections/CommunityProof.tsx; components/sections/ModernHero.tsx; components/sections/TrustSignals.tsx; components/ui/FeatureDiscovery.tsx; components/ui/language-selector.tsx; components/workflow/workflow-builder.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/IntelligenceHub.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/i18n/provider.tsx","Consider tokenizing"
"typography","text-gray-600","86","app/not-found.tsx; app/[locale]/page.tsx; app/admin/page.tsx; app/api-docs/page.tsx; app/community/page.tsx; app/dashboard/page.tsx; app/beta/page.tsx; app/demo/page.tsx; app/documents/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/workspace-v2/page.tsx; app/admin/invites/page.tsx; app/admin/monitor/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/enterprise/page.tsx; app/dashboard/history/page.tsx; app/dashboard/insights/page.tsx; app/dashboard/settings/page.tsx; app/dashboard/workflows/page.tsx; app/blog/[id]/page.tsx; app/dashboard/agents/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/ErrorBoundary.tsx; components/ServiceWorkerRegistration.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/AuthModal.tsx; components/auth/CreditDisplay.tsx; components/auth/InviteRedemptionModal.tsx; components/billing/BillingPage.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/invite/InviteRedemptionPage.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/layouts/NotebookLMLayout.tsx; components/navigation/ModernNavbar.tsx; components/payment/PaymentResult.tsx; components/pricing/PricingPage.tsx; components/performance/ComponentProfiler.tsx; components/performance/PerformanceDashboard.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/sections/CommunityProof.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/ui/FeatureDiscovery.tsx; components/ui/FeatureHint.tsx; components/ui/StudioActions.tsx; components/workflow/workflow-builder.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/WorkspaceLayout.tsx; components/__tests__/layout/navbar.test.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"spacing","mb-8","41","app/not-found.tsx; app/[locale]/page.tsx; app/dashboard/page.tsx; app/beta/page.tsx; app/blog/page.tsx; app/documents/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/admin/invites/page.tsx; app/admin/monitor/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/enterprise/page.tsx; app/dashboard/settings/page.tsx; app/blog/[id]/page.tsx; app/dashboard/agents/page.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/AuthModal.tsx; components/billing/BillingPage.tsx; components/invite/InviteRedemptionPage.tsx; components/monitoring/ProductionDashboard.tsx; components/payment/PaymentResult.tsx; components/pricing/PricingPage.tsx; components/security/security-dashboard.tsx; components/sections/CommunityProof.tsx; components/sections/ModernHero.tsx; components/workflow/workflow-dashboard.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/__tests__/ui/dashboard.test.tsx","Consider tokenizing"
"colors","bg-blue-600","44","app/not-found.tsx; app/[locale]/page.tsx; app/dashboard/page.tsx; app/features/page.tsx; app/dashboard/settings/page.tsx; app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/ServiceWorkerRegistration.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/analytics/report-builder.tsx; components/auth/CreditDisplay.tsx; components/credits/CreditHUD.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/ProductionDashboard.tsx; components/performance/PerformanceDashboard.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/workflow/workflow-builder.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/__tests__/layout/navbar.test.tsx; components/__tests__/ui/dashboard.test.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"typography","text-white","74","app/not-found.tsx; app/[locale]/page.tsx; app/admin/page.tsx; app/api-docs/page.tsx; app/community/page.tsx; app/dashboard/page.tsx; app/demo/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/workflows/page.tsx; app/dashboard/agents/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/ServiceWorkerRegistration.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/agents/AgentSwarmInterface.tsx; components/agents/VoiceControlInterface.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/analytics/report-builder.tsx; components/auth/CreditDisplay.tsx; components/auth/InviteRedemptionModal.tsx; components/auth/UnifiedUserMenu.tsx; components/credits/CreditHUD.tsx; components/enterprise/AdvancedMetricsDashboard.tsx; components/enterprise/RealtimeDataVisualization.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentPreview.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/invite/InviteRedemptionPage.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/layouts/NotebookLMLayout.tsx; components/pricing/PricingPage.tsx; components/performance/PerformanceDashboard.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/sections/CommunityProof.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/ui/FeatureDiscovery.tsx; components/ui/FeatureHint.tsx; components/workflow/workflow-builder.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/ContextualAssistant.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/__tests__/layout/navbar.test.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"spacing","px-6","33","app/not-found.tsx; app/community/page.tsx; app/demo/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/workspace-v2/page.tsx; app/dashboard/history/page.tsx; app/dashboard/agents/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/dashboard/DashboardLayout.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/layouts/NotebookLMLayout.tsx; components/layouts/UnifiedLayout.tsx; components/pricing/PricingPage.tsx; components/security/security-dashboard.tsx; components/sections/CommunityProof.tsx; components/sections/TrustSignals.tsx; components/ui/FeatureDiscovery.tsx; components/workflow/workflow-dashboard.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/WorkspaceSkeleton.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"spacing","py-3","40","app/not-found.tsx; app/[locale]/page.tsx; app/community/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/admin/invites/page.tsx; app/dashboard/history/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/agents/AgentSwarmInterface.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/UnifiedUserMenu.tsx; components/documents/DocumentPreview.tsx; components/documents/DocumentViewer.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/layouts/NotebookLMLayout.tsx; components/layouts/UnifiedLayout.tsx; components/layouts/UnifiedLayoutSimple.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/performance/ComponentProfiler.tsx; components/panels/ExportPanel.tsx; components/theme/ThemeToggle.tsx; components/security/security-dashboard.tsx; components/sections/TrustSignals.tsx; components/ui/FeatureDiscovery.tsx; components/ui/Skeleton.tsx; components/workflow/workflow-dashboard.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/WorkspaceLayout.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"borders","rounded-lg","80","app/not-found.tsx; app/[locale]/page.tsx; app/admin/page.tsx; app/community/page.tsx; app/dashboard/page.tsx; app/demo/page.tsx; app/features/page.tsx; app/admin/invites/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/enterprise/page.tsx; app/dashboard/insights/page.tsx; app/dashboard/workflows/page.tsx; app/blog/[id]/page.tsx; app/dashboard/agents/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/ErrorBoundary.tsx; components/ServiceWorkerRegistration.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/ConsentBanner.tsx; components/analytics/analytics-dashboard.tsx; components/analytics/report-builder.tsx; components/auth/AuthErrorHandler.tsx; components/auth/AuthModal.tsx; components/auth/CreditDisplay.tsx; components/auth/InviteRedemptionModal.tsx; components/auth/UnifiedUserMenu.tsx; components/credits/CreditHUD.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentPreview.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/layouts/NotebookLMLayout.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/performance/ComponentProfiler.tsx; components/performance/PerformanceDashboard.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/sections/CommunityProof.tsx; components/sections/ProductShowcase.tsx; components/ui/ErrorBoundary.tsx; components/ui/FeatureDiscovery.tsx; components/ui/FeatureHint.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/ContextualAssistant.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/IntelligenceHub.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/workspace/WorkspaceSkeleton.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
